Event ID,LGA,Customers Interrupted,Ave Dur. (min),Reason
1553219,HORNSBY,72,222,Environmental
1554768,KU-RING-GAI,78,122,Environmental
1555253,SINGLETON,520,777.5711538,Equipment fault
1555526,CESSNOCK,95,530.3,Equipment fault
1556034,WILLOUGHBY,75,47.46666667,Environmental
1557380,WOOLLAHRA,76,502,Equipment fault
1558429,LAKE MACQUARIE,144,289.8333333,Third party
1558932,ROCKDALE,132,250,Equipment fault
1559526,SCONE,108,167.2962963,Equipment fault
1559652,NEWCASTLE,762,94.57536042,Equipment fault
1559659,CANTERBURY,68,73.85,Environmental
1560055,WYONG,105,320,Equipment fault
1560371,PORT STEPHENS,55,101.85,Environmental
1561855,HORNSBY,920,147.65,Equipment fault
1562114,HURSTVILLE,1113,66,Environmental
1562173,CESSNOCK,133,120,Equipment fault
1516517,HORNSBY,78,156.9967949,Equipment fault
1518746,BANKSTOWN,6099,117.1890564,Environmental
1519673,WARRINGAH,53,177,Environmental
1520366,MAITLAND,74,183,Third party
1520759,LAKE MACQUARIE,10652,78.84246575,Equipment fault
1521850,SINGLETON,85,302.3529412,Equipment fault
1523837,RYDE,1762,164.84563,Equipment fault
1524855,MAITLAND,455,134.6717724,Environmental
1529915,WYONG,1394,45.02654232,Equipment fault
1529959,ASHFIELD,588,81.46700508,Equipment fault
1533923,WOOLLAHRA,1797,103.0879243,Equipment fault
1533999,HORNSBY,1685,88.95907473,Third party
1535700,CANTERBURY,1117,153.9310654,Equipment fault
1495802,LEICHHARDT,656,64.04573171,Equipment fault
1502414,DRUMMOYNE,131,251.1908397,Third party
1502851,SUTHERLAND,981,52.4242116,Equipment fault
1506416,HORNSBY,1175,70,Environmental
1506836,MANLY,2014,38.81666667,Environmental
1507911,RYDE,69,210.0724638,Equipment fault
1508382,MOSMAN,1325,105.331825,Equipment fault
1509641,RANDWICK,1136,101.8315789,Equipment fault
1510647,KU-RING-GAI,1154,91,Equipment fault
1512499,AUBURN,127,340,Third party
1512561,WYONG,707,19.60734463,Third party
1513317,NORTH SYDNEY,182,68,Equipment fault
1477618,GOSFORD,531,138.3220339,Environmental
1478121,WAVERLEY,1904,72.3345569,Equipment fault
1481569,MARRICKVILLE,78,175,Operating fault
1485240,SUTHERLAND,8623,63.33680435,Environmental
1488246,SOUTH SYDNEY,63,40,Third party
1492584,RANDWICK,84,208,Equipment fault
1494152,PITTWATER,64,50.96666667,Equipment fault
1447374,WAVERLEY,104,54.57692308,Equipment fault
1448810,NORTH SYDNEY,1870,81.0306392,Equipment fault
1450469,RYDE,165,435.8066667,Equipment fault
1450999,PORT STEPHENS,683,91.89165447,Equipment fault
1452539,ROCKDALE,91,123.6405797,Equipment fault
1454276,HORNSBY,186,81.11666667,Environmental
1455896,HURSTVILLE,142,541.7787879,Equipment fault
1460353,BANKSTOWN,76,127,Equipment fault
1459069,WYONG,77,114.7662338,Environmental
1469843,PITTWATER,53,919.75,Environmental
1470008,GOSFORD,164,326,Equipment fault
1473759,WYONG,1414,124.2409894,Environmental
1474002,HORNSBY,56,270.4666667,Equipment fault
1436413,SOUTH SYDNEY,579,66,Cable dig
1440115,HUNTERS HILL,935,95.58146965,Equipment fault
1439885,PITTWATER,83,170,Environmental
1442167,CESSNOCK,1517,77.81081081,Environmental
1443273,WOOLLAHRA,144,171.15,Environmental
1443919,BANKSTOWN,64,42,Equipment fault
1443920,WILLOUGHBY,237,193.8312236,Third party
1406850,WOOLLAHRA,446,39,Equipment fault
1410706,MAITLAND,513,57,Equipment fault
1410755,HORNSBY,1054,97,Environmental
1410818,PITTWATER,52,199,Environmental
1412527,SUTHERLAND,292,19.70890411,Equipment fault
1413119,WOOLLAHRA,93,670.95,Equipment fault
1414301,GOSFORD,71,10,Environmental
1417711,GOSFORD,1123,53,Equipment fault
1418713,WAVERLEY,164,1847.083333,Equipment fault
1419801,MUSWELLBROOK,461,80,Equipment fault
1420279,WARRINGAH,2050,68.48585366,Equipment fault
1420408,MUSWELLBROOK,135,19.11851852,Equipment fault
1779418,WYONG,55,125,Third party
1717960,BANKSTOWN,911,1015.718109,Equipment fault
1718020,KU-RING-GAI,60,58.45916667,Equipment fault
1728319,MERRIWA,137,99.5620438,Equipment fault
1730271,CONCORD,72,456,Equipment fault
1730756,AUBURN,133,730,Equipment fault
1732087,HURSTVILLE,67,605,Equipment fault
1731253,RYDE,100,218,Equipment fault
1754677,MARRICKVILLE,78,167.4333333,Environmental
1696389,MARRICKVILLE,161,50,Equipment fault
1697388,ROCKDALE,95,107.1578947,Environmental
1699417,PORT STEPHENS,309,70,Equipment fault
1701408,WYONG,510,108.5019608,Equipment fault
1709271,SUTHERLAND,71,53.68333333,Environmental
1714905,HORNSBY,96,86.20833333,Environmental
1715761,WAVERLEY,56,30,Equipment fault
1716149,WARRINGAH,87,442,Environmental
1676065,HORNSBY,1060,96.11487759,Equipment fault
1676540,WARRINGAH,67,230,Environmental
1681285,NEWCASTLE,85,18.15,Equipment fault
1683490,BANKSTOWN,705,71,Environmental
1687638,STRATHFIELD,1856,79.41353383,Equipment fault
1689631,GOSFORD,75,23,Equipment fault
1655418,WARRINGAH,73,300,Equipment fault
1663912,MUSWELLBROOK,141,116.2123288,Equipment fault
1666210,HUNTERS HILL,51,89.46666667,Equipment fault
1667195,SUTHERLAND,946,66.27983105,Equipment fault
1667473,BANKSTOWN,53,9.833333333,Environmental
1669102,MARRICKVILLE,71,65.78262911,Equipment fault
1669532,KU-RING-GAI,91,1533.133333,Equipment fault
1630611,SINGLETON,195,215.6632653,Environmental
1630826,WYONG,60,40,Environmental
1636822,SUTHERLAND,78,403.1666667,Environmental
1646313,MID-WESTERN REG,205,111,Environmental
1650130,CESSNOCK,254,360.5944882,Equipment fault
1650706,LAKE MACQUARIE,62,284.4,Equipment fault
1588471,WYONG,384,150.1818182,Equipment fault
1594924,ROCKDALE,111,199.38003,Equipment fault
1596070,HORNSBY,57,323,Environmental
1600090,GOSFORD,81,522.7,Equipment fault
1606213,HORNSBY,69,205.5652174,Vandalism
1609425,PITTWATER,70,220.2378571,Environmental
1609695,WARRINGAH,1287,33,Third party
1610388,WILLOUGHBY,159,55.51666667,Equipment fault
1611253,WYONG,196,643.244898,Environmental
1615066,WARRINGAH,73,10,Environmental
1615639,MAITLAND,487,61.25462012,Environmental
1618681,HURSTVILLE,2779,264.3006113,Equipment fault
1621488,LAKE MACQUARIE,115,73.42608696,Third party
1566091,PITTWATER,58,77.01666667,Environmental
1568341,RYDE,90,400.4666667,Equipment fault
1570050,SOUTH SYDNEY,744,71.01612903,Cable dig
1579942,SYDNEY,62,34.08333333,Environmental
1540127,HORNSBY,1018,99.24705882,Lightning
1540192,LAKE MACQUARIE,1320,102.4348485,Environmental
1541167,SINGLETON,412,109.5242718,Equipment fault
1541759,MOSMAN,78,46,Environmental
1545577,GOSFORD,78,79.31666667,Environmental
1517043,BANKSTOWN,60,113.9333333,Third party
1518247,RANDWICK,97,117.9,Environmental
1519748,ROCKDALE,2297,96.92257503,Third party
1520495,WYONG,153,244.8506494,Third party
1528919,KU-RING-GAI,181,1018,Third party
1532234,HORNSBY,687,63,Equipment fault
1495140,WAVERLEY,53,40,Equipment fault
1497717,RANDWICK,97,31.53333333,Environmental
1501056,CANADA BAY,1451,85,Equipment fault
1501507,WYONG,190,129.3894737,Equipment fault
1504322,KU-RING-GAI,66,15,Environmental
1506033,LEICHHARDT,98,240,Environmental
1508065,PORT STEPHENS,121,75,Equipment fault
1508695,LEICHHARDT,75,171.7,Third party
1509567,MUSWELLBROOK,162,188.5432099,Environmental
1512696,ROCKDALE,1403,70,Environmental
1513922,LAKE MACQUARIE,1845,166.0454792,Environmental
1515530,WAVERLEY,88,1604.738636,Equipment fault
1474682,SOUTH SYDNEY,58,464.2333333,Equipment fault
1479493,CESSNOCK,1410,100.3762376,Equipment fault
1483452,NEWCASTLE,1481,55,Equipment fault
1484925,NORTH SYDNEY,83,157,Equipment fault
1488735,LANE COVE,230,725,Equipment fault
1490006,WOOLLAHRA,66,50.15,Environmental
1446700,GOSFORD,134,234.8962963,Environmental
1447823,LAKE MACQUARIE,68,73,Equipment fault
1450356,PITTWATER,61,285.3,Equipment fault
1452776,GOSFORD,165,73.36666667,Environmental
1453837,ROCKDALE,99,118,Equipment fault
1455751,AUBURN,69,238.35,Equipment fault
1455989,ROCKDALE,62,243.8,Equipment fault
1458076,AUBURN,1550,133.9884021,Equipment fault
1459693,RYDE,271,25,Environmental
1464142,GOSFORD,1023,210.6432063,Equipment fault
1465528,STRATHFIELD,1216,101.6683007,Environmental
1468122,WILLOUGHBY,75,215.6666667,Equipment fault
1471438,SYDNEY,93,1187,Equipment fault
1472976,GOSFORD,54,728,Environmental
1426990,LAKE MACQUARIE,92,52.88333333,Equipment fault
1428772,HORNSBY,556,58.02139037,Equipment fault
1443046,BANKSTOWN,80,113.95,Third party
1445079,PORT STEPHENS,57,75.7,Environmental
1445871,RYDE,51,225.9,Equipment fault
1410793,GOSFORD,74,82.65,Environmental
1414580,RANDWICK,285,446.8947368,Third party
1414836,SOUTH SYDNEY,102,162.3529412,Customer installation
1418738,NORTH SYDNEY,65,915,Equipment fault
1424120,AUBURN,1144,121.4125874,Equipment fault
1846470,SOUTH SYDNEY,2642,87.8687098,Cable dig
1849991,RANDWICK,212,30,Equipment fault
1850001,GOSFORD,424,418.2665094,Equipment fault
1851057,RANDWICK,60,293,Third party
1851063,BANKSTOWN,1087,153.0464556,Equipment fault
1851595,BANKSTOWN,1953,83.40081591,Environmental
1854910,ROCKDALE,115,282.55,Equipment fault
1855892,LANE COVE,94,240,Equipment fault
1858674,NORTH SYDNEY,85,200,Third party
1857388,KOGARAH,70,120,Environmental
1857554,KOGARAH,95,105.15,Third party
1857708,GOSFORD,153,550,Third party
1857816,LAKE MACQUARIE,80,62,Equipment fault
1858782,RYDE,88,101,Environmental
1859942,NEWCASTLE,80,315.25,Equipment fault
1822539,NEWCASTLE,175,86,Equipment fault
1822699,CESSNOCK,1366,84.05632772,Equipment fault
1823489,HORNSBY,59,50,Environmental
1824277,BANKSTOWN,77,271.9333333,Third party
1824902,WYONG,1264,93.71620553,Equipment fault
1827117,LANE COVE,1913,61.74908712,Equipment fault
1828954,WYONG,93,130.3666667,Environmental
1829279,SOUTH SYDNEY,60,15,Third party
1829224,SUTHERLAND,59,203.75,Environmental
1829971,WYONG,1908,90.30503145,Environmental
1829998,GOSFORD,1502,550.0532623,Environmental
1830726,GOSFORD,1107,33.80487805,Environmental
1833441,CESSNOCK,996,116.9658635,Environmental
1833514,NEWCASTLE,373,44.90884719,Equipment fault
1835815,GOSFORD,849,35.72791519,Equipment fault
1837726,SINGLETON,66,154.969697,Environmental
1838939,SINGLETON,504,70.92857143,Equipment fault
1839001,PORT STEPHENS,67,40,Equipment fault
1840624,GOSFORD,781,784.9090909,Environmental
1843698,KU-RING-GAI,871,83.99655568,Equipment fault
1844274,NEWCASTLE,902,69,Equipment fault
1804410,LAKE MACQUARIE,105,49,Equipment fault
1804995,SUTHERLAND,691,61.47262248,Operating fault
1805008,WYONG,1087,80.13799448,Third party
1805650,RYDE,51,33.05,Environmental
1805786,SUTHERLAND,1223,139.6726531,Equipment fault
1807535,RANDWICK,1832,75.64628821,Equipment fault
1808690,NEWCASTLE,181,87,Environmental
1810136,HORNSBY,3043,100.9221163,Environmental
1811843,HURSTVILLE,66,167.3,Equipment fault
1812421,WILLOUGHBY,75,129.95,Equipment fault
1812760,LAKE MACQUARIE,2129,209.2043213,Equipment fault
1812791,SUTHERLAND,178,169.9722846,Equipment fault
1812893,LAKE MACQUARIE,103,495,Equipment fault
1812956,RYDE,64,6,Environmental
1815429,HURSTVILLE,1601,289.076827,Environmental
1819219,SOUTH SYDNEY,66,35,Equipment fault
1818942,MUSWELLBROOK,139,195,Environmental
1819536,BOTANY,2770,32,Equipment fault
1780654,PITTWATER,98,122.4333333,Third party
1782326,GOSFORD,70,195,Environmental
1783658,HURSTVILLE,52,30,Third party
1784045,WARRINGAH,51,204.4166667,Equipment fault
1785404,NEWCASTLE,71,109.7805164,Equipment fault
1786613,MERRIWA,55,126.1090909,Environmental
1787970,BANKSTOWN,92,96.11666667,Equipment fault
1790699,LAKE MACQUARIE,112,173.1517857,Equipment fault
1791850,GOSFORD,1040,45.98333333,Environmental
1793089,ROCKDALE,224,147.6383929,Equipment fault
1793273,NEWCASTLE,71,105.2676056,Equipment fault
1795906,WYONG,1376,97,Equipment fault
1795925,BANKSTOWN,73,236.9666667,Equipment fault
1795951,WYONG,57,110,Environmental
1796397,HUNTERS HILL,51,250.6333333,Environmental
1797501,BANKSTOWN,73,1286.864865,Environmental
1797528,STRATHFIELD,71,1035,Environmental
1798171,NEWCASTLE,5233,36.93494849,Operating fault
1764361,GOSFORD,749,41,Environmental
1765926,CANTERBURY,89,335,Third party
1766266,BANKSTOWN,61,775,Third party
1767853,DRUMMOYNE,56,15,Equipment fault
1768064,MUSWELLBROOK,193,224.4507772,Equipment fault
1771112,ASHFIELD,67,45,Equipment fault
1772942,WOOLLAHRA,225,190.4820741,Equipment fault
1775240,BANKSTOWN,63,157.0833333,Equipment fault
1775993,GOSFORD,52,128.15,Environmental
1777039,BURWOOD,995,127.9728643,Cable dig
1777230,ASHFIELD,80,170,Equipment fault
1777559,CESSNOCK,1391,40.34791966,Environmental
1777629,AUBURN,60,79.81666667,Equipment fault
1778517,WARRINGAH,67,35.02985075,Equipment fault
1778670,PITTWATER,58,102,Equipment fault
1779476,KU-RING-GAI,752,184.2087766,Environmental
1716847,BANKSTOWN,51,13.01666667,Environmental
1717889,WARRINGAH,64,10,Environmental
1718250,BOTANY,63,64.66666667,Environmental
1718703,PORT STEPHENS,332,65.53614458,Equipment fault
1720827,LAKE MACQUARIE,61,618,Environmental
1721619,RANDWICK,101,345,Equipment fault
1723269,PORT STEPHENS,1391,254.9058231,Environmental
1723575,SUTHERLAND,84,56.6,Environmental
1724271,LEICHHARDT,77,106.6333333,Third party
1726071,BANKSTOWN,74,60,Environmental
1728636,MUSWELLBROOK,277,11.7833935,Equipment fault
1729476,NEWCASTLE,66,40,Equipment fault
1729494,GOSFORD,654,72,Operating fault
1730407,RYDE,79,683,Equipment fault
1730466,MARRICKVILLE,854,54.86315789,Equipment fault
1730455,KU-RING-GAI,137,308.8248175,Equipment fault
1730565,CANTERBURY,102,442.0666667,Equipment fault
1730594,BANKSTOWN,1835,182.1568627,Equipment fault
1730649,MOSMAN,1091,86,Equipment fault
1730650,LAKE MACQUARIE,55,302,Environmental
1731026,BANKSTOWN,74,254,Environmental
1731990,CANTERBURY,108,24.96481481,Equipment fault
1733359,WOOLLAHRA,64,40.78229167,Equipment fault
1739011,BANKSTOWN,111,4489,Equipment fault
1744999,KU-RING-GAI,1557,87.14615385,Equipment fault
1750771,KU-RING-GAI,56,210,Environmental
1750880,LAKE MACQUARIE,60,205,Third party
1751359,LAKE MACQUARIE,156,175,Third party
1752123,LAKE MACQUARIE,75,442,Environmental
1754013,HORNSBY,705,2321.617021,Environmental
1756210,PORT STEPHENS,76,15,Environmental
1757048,WYONG,98,142.0666667,Customer installation
1759014,CANTERBURY,54,393,Environmental
1757764,RANDWICK,60,87.05,Environmental
1758158,SUTHERLAND,75,123.6,Environmental
1759940,SUTHERLAND,1700,132.9020456,Environmental
1760390,WILLOUGHBY,202,43.43333333,Environmental
1761434,WAVERLEY,158,71.23333333,Equipment fault
1761436,RANDWICK,86,96.38333333,Environmental
1762194,KOGARAH,935,5.383137673,Operating fault
1692494,MAITLAND,85,137.2,Equipment fault
1692960,WOOLLAHRA,74,57,Equipment fault
1693152,RYDE,1998,44,Environmental
1693802,WYONG,50,25,Third party
1694161,HORNSBY,67,167.3333333,Environmental
1697833,HORNSBY,701,194.8131241,Environmental
1698226,LAKE MACQUARIE,636,98.77934272,Environmental
1699702,LAKE MACQUARIE,59,12,Environmental
1700571,BANKSTOWN,145,131,Equipment fault
1712746,HORNSBY,1913,288.1830986,Lightning
1702827,STRATHFIELD,86,41,Third party
1702918,NEWCASTLE,478,150.6632017,Environmental
1709212,GOSFORD,166,49.28333333,Environmental
1709566,RYDE,65,147.1369231,Environmental
1709596,CESSNOCK,151,85,Third party
1712238,GOSFORD,849,78.84253819,Equipment fault
1714096,KU-RING-GAI,551,80.33935018,Equipment fault
1715033,CESSNOCK,65,596.0153846,Equipment fault
1716461,HURSTVILLE,2414,176.6407606,Equipment fault
1671109,NORTH SYDNEY,657,197.0700152,Equipment fault
1671643,GOSFORD,380,156.6184211,Environmental
1671772,CESSNOCK,1363,107.1854839,Third party
1672105,MANLY,105,140,Environmental
1675005,CONCORD,55,819.4166667,Third party
1675606,SCONE,54,167.0333333,Equipment fault
1677470,HURSTVILLE,69,45,Third party
1678548,WYONG,60,161.0149254,Equipment fault
1678784,MANLY,51,105,Equipment fault
1678888,KOGARAH,61,250,Equipment fault
1679548,GOSFORD,651,542,Equipment fault
1679649,AUBURN,61,78,Environmental
1682027,SOUTH SYDNEY,207,54.00966184,Equipment fault
1684182,LAKE MACQUARIE,91,105,Equipment fault
1685114,HURSTVILLE,108,181.85,Third party
1685668,RYDE,86,2790.94186,Equipment fault
1685472,KU-RING-GAI,60,1180.166667,Equipment fault
1685532,MUSWELLBROOK,1154,42.40344828,Equipment fault
1685788,NEWCASTLE,77,122.5333333,Environmental
1687106,WAVERLEY,156,92.21666667,Environmental
1687854,CANADA BAY,68,362.3666667,Equipment fault
1687887,AUBURN,59,80,Environmental
1689685,CANTERBURY,51,202.7333333,Equipment fault
1690031,HORNSBY,922,142.4143167,Equipment fault
1690358,ROCKDALE,66,463.2666667,Third party
1690943,LEICHHARDT,132,152.3006313,Environmental
1653137,GOSFORD,854,40,Environmental
1655846,PORT STEPHENS,127,230,Equipment fault
1656510,GOSFORD,106,110,Equipment fault
1653077,WARRINGAH,1307,91.55963303,Environmental
1662088,WOOLLAHRA,66,186,Third party
1662548,CANTERBURY,3009,128.3948854,Equipment fault
1663953,CANTERBURY,85,243.5333333,Environmental
1664939,HORNSBY,1288,68.0077101,Environmental
1665093,LAKE MACQUARIE,1248,47.9072,Environmental
1665930,SOUTH SYDNEY,212,35,Equipment fault
1666848,NEWCASTLE,70,6,Equipment fault
1666712,HURSTVILLE,51,283,Environmental
1666989,WARRINGAH,63,439.85,Third party
1683232,WOOLLAHRA,113,142.1238938,Equipment fault
1667414,WOOLLAHRA,2128,57,Equipment fault
1669163,ROCKDALE,2165,244.1497474,Equipment fault
1669567,SOUTH SYDNEY,53,406.6333333,Equipment fault
1670485,NEWCASTLE,1805,16.22271224,Equipment fault
1670699,BANKSTOWN,100,45,Environmental
1626681,GOSFORD,62,77,Equipment fault
1630177,CESSNOCK,247,365.5806452,Third party
1630506,PITTWATER,69,242,Environmental
1631180,BANKSTOWN,76,119.8333333,Environmental
1633698,MUSWELLBROOK,101,50.9,Environmental
1634030,AUBURN,3018,105.1798013,Equipment fault
1636477,SUTHERLAND,53,48,Environmental
1636712,AUBURN,93,1153.666667,Equipment fault
1638296,CANTERBURY,2212,134.1431151,Cable dig
1638520,WYONG,78,67.98717949,Environmental
1640285,WOOLLAHRA,175,130,Equipment fault
1644445,HORNSBY,1139,83,Equipment fault
1641065,BANKSTOWN,1000,84,Environmental
1642276,NEWCASTLE,95,104.9833333,Environmental
1643742,MARRICKVILLE,70,120.55,Environmental
1645490,HURSTVILLE,1724,96.1657971,Equipment fault
1646338,WYONG,108,10,Environmental
1646418,MUSWELLBROOK,108,505.7685185,Equipment fault
1647940,HURSTVILLE,259,147,Environmental
1648270,WILLOUGHBY,107,73.96261682,Equipment fault
1648548,LAKE MACQUARIE,1038,30.85645472,Environmental
1650236,SINGLETON,51,99.07843137,Equipment fault
1651998,RANDWICK,123,383.7398374,Equipment fault
1652416,WILLOUGHBY,56,846.5166667,Environmental
1652552,HORNSBY,68,437.2166667,Environmental
1582465,CANTERBURY,99,37.05,Third party
1583646,KU-RING-GAI,81,70,Environmental
1585511,CESSNOCK,159,52.59748428,Equipment fault
1586185,SINGLETON,173,27.69364162,Third party
1586970,KU-RING-GAI,1153,11.46487424,Equipment fault
1587051,WARRINGAH,2599,62.5076864,Equipment fault
1587735,SUTHERLAND,7606,76.79104478,Environmental
1588264,NEWCASTLE,102,142.9411765,Equipment fault
1588295,AUBURN,71,105,Equipment fault
1588630,SUTHERLAND,1509,181.5165563,Environmental
1589205,SYDNEY,94,1850.316667,Equipment fault
1593578,CANADA BAY,1503,105.6913907,Equipment fault
1593641,HURSTVILLE,64,63.68333333,Equipment fault
1594846,SUTHERLAND,802,153.6148148,Equipment fault
1595460,SYDNEY,151,193.8278146,Equipment fault
1595905,AUBURN,93,83.98333333,Equipment fault
1595908,AUBURN,54,78,Equipment fault
1596027,NEWCASTLE,96,50.45,Equipment fault
1598301,HORNSBY,141,24,Environmental
1600710,RYDE,52,329.2666667,Equipment fault
1600872,HORNSBY,79,126,Environmental
1603019,RYDE,88,58.35,Equipment fault
1606957,WYONG,109,163.4833333,Equipment fault
1607217,BOTANY,1565,73.15974441,Equipment fault
1607465,ROCKDALE,120,278.3333333,Equipment fault
1607747,SINGLETON,734,28.40599455,Equipment fault
1608281,HORNSBY,78,732,Environmental
1609076,WILLOUGHBY,102,19.26666667,Environmental
1612119,CONCORD,51,479,Environmental
1615048,WYONG,106,148,Equipment fault
1613521,RYDE,3497,241.2215244,Equipment fault
1845154,CANADA BAY,900,86.64927858,Equipment fault
1845756,BURWOOD,331,468,Customer installation
1848777,GOSFORD,949,67,Environmental
1860854,GOSFORD,198,202,Equipment fault
1823156,CESSNOCK,71,157.85,Equipment fault
1824580,CONCORD,61,157.8333333,Equipment fault
1830924,PORT STEPHENS,505,90,Equipment fault
1832951,WOOLLAHRA,53,28.8,Equipment fault
1833082,CHATSWOOD,1999,61,Environmental
1834526,LAKE MACQUARIE,859,100.8313953,Equipment fault
1835838,PITTWATER,56,448.2166667,Environmental
1837381,HORNSBY,159,929.1194969,Third party
1839358,WYONG,212,84,Equipment fault
1839680,SOUTH SYDNEY,85,180,Equipment fault
1841020,GOSFORD,691,86,Environmental
1806371,ROCKDALE,2266,114.2514336,Environmental
1812122,KU-RING-GAI,55,40,Environmental
1812909,PORT STEPHENS,71,313,Operating fault
1775627,RYDE,91,316,Environmental
1777863,WYONG,66,159,Equipment fault
1779067,BANKSTOWN,918,43.46296296,Equipment fault
1718558,GOSFORD,60,47.31666667,Environmental
1730574,SUTHERLAND,170,441,Equipment fault
1731141,BANKSTOWN,338,385.7181908,Equipment fault
1731632,MARRICKVILLE,86,69,Environmental
1750144,SUTHERLAND,76,60,Environmental
1736607,NORTH SYDNEY,80,72,Environmental
1746458,SCONE,649,44.02773498,Environmental
1751498,NORTH SYDNEY,63,375,Equipment fault
1759955,BANKSTOWN,976,65,Environmental
1691363,CANTERBURY,56,85,Operating fault
1693351,LAKE MACQUARIE,58,273,Third party
1700143,LAKE MACQUARIE,86,55,Environmental
1701204,BANKSTOWN,58,53.53333333,Equipment fault
1710155,WARRINGAH,1236,258.8042071,Environmental
1711114,SINGLETON,99,1692.424242,Environmental
1714153,LANE COVE,61,70,Customer installation
1714532,GOSFORD,53,32.61666667,Equipment fault
1715814,DRUMMOYNE,53,123,Third party
1675632,BANKSTOWN,64,120,Equipment fault
1679572,WARRINGAH,62,123.05,Environmental
1681782,SUTHERLAND,59,86,Equipment fault
1685377,HORNSBY,98,2743.316327,Environmental
1685745,WYONG,808,121,Equipment fault
1686580,BANKSTOWN,86,88.76666667,Environmental
1686823,HURSTVILLE,60,205,Environmental
1688411,SOUTH SYDNEY,61,88.81666667,Environmental
1689589,MARRICKVILLE,174,1677,Equipment fault
1654031,WOOLLAHRA,122,9.390243902,Environmental
1654208,BANKSTOWN,67,104,Third party
1656071,WYONG,1292,150.9071926,Equipment fault
1656276,WOOLLAHRA,81,305,Environmental
1658492,WARRINGAH,76,943.7833333,Third party
1659110,PITTWATER,108,89,Environmental
1659956,RYDE,103,65,Third party
1660077,MUSWELLBROOK,163,80,Environmental
1662869,WARRINGAH,73,192,Equipment fault
1664094,NEWCASTLE,55,126,Equipment fault
1664891,NORTH SYDNEY,132,88.1,Equipment fault
1667136,MARRICKVILLE,72,775,Environmental
1666573,HORNSBY,127,923,Equipment fault
1666670,AUBURN,1267,99.3252541,Equipment fault
1669913,SUTHERLAND,1659,84,Equipment fault
1629471,CESSNOCK,51,54.17647059,Equipment fault
1631958,NEWCASTLE,227,161.5627753,Equipment fault
1634743,BANKSTOWN,2637,63.42175066,Equipment fault
1637106,WAVERLEY,56,352.75,Environmental
1639023,WYONG,1066,139.6078799,Lightning
1532720,CESSNOCK,1040,34.32115385,Environmental
1534636,WILLOUGHBY,728,55.56318681,Equipment fault
1534999,LAKE MACQUARIE,1051,49.98382493,Equipment fault
1536308,HORNSBY,68,215,Equipment fault
1536920,WARRINGAH,96,47.66666667,Environmental
1494232,WYONG,248,82.12350598,Environmental
1498399,KU-RING-GAI,86,52,Cable dig
1502297,WAVERLEY,60,180,Cable dig
1504102,WILLOUGHBY,81,177.2166667,Environmental
1504107,HORNSBY,370,120.4555256,Environmental
1506826,MARRICKVILLE,113,255.4666667,Environmental
1510449,KU-RING-GAI,1371,160.0553532,Equipment fault
1512975,WOOLLAHRA,81,107.5333333,Environmental
1476823,BANKSTOWN,72,112.6833333,Equipment fault
1479443,SUTHERLAND,75,1044.033333,Environmental
1482576,WILLOUGHBY,235,39,Environmental
1484153,LAKE MACQUARIE,1900,115.2172541,Environmental
1488407,LEICHHARDT,88,106,Third party
1493676,SOUTH SYDNEY,55,330.2363636,Equipment fault
1448987,NEWCASTLE,73,113.1333333,Equipment fault
1450939,RYDE,68,61.26666667,Environmental
1452183,KU-RING-GAI,170,261,Environmental
1453918,CESSNOCK,668,413.4241135,Environmental
1455560,AUBURN,81,166,Equipment fault
1455764,AUBURN,96,207.7833333,Equipment fault
1455994,CANTERBURY,59,400.25,Environmental
1458080,STRATHFIELD,1499,24.29388298,Operating fault
1458516,HUNTERS HILL,90,152.9177778,Equipment fault
1458734,RYDE,748,108,Equipment fault
1463599,KU-RING-GAI,481,59.70954357,Cable dig
1465984,GOSFORD,885,270.027088,Environmental
1467553,HORNSBY,209,372,Operating fault
1468576,GOSFORD,669,26,Environmental
1471330,GOSFORD,380,163.2125984,Environmental
1471965,GOSFORD,1762,66.95068027,Environmental
1429655,RYDE,95,96.28333333,Equipment fault
1432219,WYONG,58,64,Environmental
1435142,GOSFORD,721,208.2341598,Third party
1440403,MAITLAND,626,83.25796178,Equipment fault
1446039,NEWCASTLE,1555,59.14212219,Equipment fault
1406118,LAKE MACQUARIE,842,76.9608076,Equipment fault
1408515,SOUTH SYDNEY,209,156.7218501,Environmental
1411051,LAKE MACQUARIE,54,43,Equipment fault
1415219,MAITLAND,374,349.6276596,Equipment fault
1421208,LEICHHARDT,58,1279.15,Equipment fault
1423097,HORNSBY,237,130,Environmental
1845030,MAITLAND,86,83.36666667,Environmental
1848522,WYONG,61,63,Operating fault
1849735,SUTHERLAND,58,80.06666667,Environmental
1853692,GOSFORD,429,155,Environmental
1853714,PORT STEPHENS,152,45,Equipment fault
1856221,PORT STEPHENS,62,119.5833333,Third party
1856975,HORNSBY,127,26,Directed to interrupt
1857269,PORT STEPHENS,1765,35.40849858,Equipment fault
1861181,PORT STEPHENS,94,75,Environmental
1821880,RYDE,1381,118,Environmental
1824217,BANKSTOWN,111,281.3666667,Equipment fault
1826470,GOSFORD,982,63.4242116,Equipment fault
1831447,SUTHERLAND,1472,62,Environmental
1832390,MAITLAND,86,204.45,Environmental
1834213,SYDNEY,1626,148.431469,Equipment fault
1837133,WOOLLAHRA,55,322.8833333,Equipment fault
1840362,LANE COVE,77,35.17857143,Equipment fault
